Id,Prediction
0,4207757.252050675
1,3807496.220024516
2,4060986.3543270226
3,4303418.100844186
4,6682209.269246506
5,3713704.8885786426
6,3865288.4811908854
7,5495667.980991875
8,4648454.780757514
9,3887209.428198479
10,4691606.004927976
11,4154035.0410671993
12,4974628.812360061
13,5412482.135699859
14,4933619.447078929
15,5201535.239410666
16,4264860.739073074
17,4496179.4208790045
18,6661122.724172837
19,5573409.494962791
20,4618866.1252882285
21,3610970.9518097625
22,4443441.661595187
23,4848860.815068553
24,4301925.597639311
25,3120515.7103654193
26,3506980.9244799335
27,6192450.9122681385
28,5376007.743663239
29,5120597.080037248
30,6427695.850909794
31,3499703.444371567
32,3404716.268625902
33,3861649.6775937593
34,3863679.7398530254
35,4479149.809930804
36,4483782.28691533
37,5719251.972796289
38,2416007.6980640916
39,3705525.5155175235
40,3847571.8619210958
41,4345945.834364301
42,5264400.472868923
43,4137527.7285372973
44,6733483.968175461
45,4243696.025666195
46,4504947.793642097
47,3458229.5844700015
48,5151578.562056474
49,4925918.643211795
50,4464245.320362091
51,5860372.947046856
52,5665049.51722174
53,4931445.610421093
54,2491766.5161019783
55,5262643.119127958
56,6357380.587986693
57,5525832.306307053
58,4975053.318557288
59,5398875.841477308
60,2831619.338113095
61,3679073.0346687813
62,3775400.8660304165
63,3806222.6597716603
64,5262154.852575395
65,5338411.921804539
66,5793305.34718156
67,5023213.269022078
68,5227355.974413557
69,5075729.535646906
70,2844103.095795184
71,4887089.782760571
72,3666335.2613971373
73,4414347.6608064845
74,5855298.49144108
75,4187964.881794068
76,4878346.884943098
77,6043392.885041488
78,3288351.673985341
79,5443817.093286376
80,4876069.289291122
81,4534490.787574226
82,4611701.101101851
83,3851152.374435763
84,5852001.435482441
85,2796691.263442344
86,3645260.9435175187
87,4436616.602530589
88,4672934.417235531
89,4909298.952138478
90,5807685.827158223
91,3847897.0268711587
92,4084174.59976875
93,5316770.118600648
94,5678395.452742214
95,4535157.132345649
96,6342361.050052343
97,3268395.983258201
98,2877395.83889157
99,5094571.046692346
100,2225594.9176347293
101,2722211.562138234
102,4617710.202650989
103,3881118.4076982196
104,3387590.328300513
105,3283818.2299750885
106,6584684.96646234
107,3711010.6257023974
108,6124163.0981124425
109,3539607.2249902426
110,5522665.993732389
111,5589021.918233635
112,5307152.932181131
113,4627042.058284653
114,4482312.955623073
115,5346325.1919475505
116,3852569.2410564874
117,5465320.442615906
118,3944091.499640177
119,5562027.388310838
120,5266800.19313544
121,6611561.77197194
122,3200798.3847921723
123,5159333.010147269
124,3438824.2752784947
125,2907312.679706478
126,5329016.282846262
127,2648742.7717026696
128,6465258.987394404
129,3381727.5830877656
130,3804839.362483999
131,4283425.253193992
132,6928890.3133578515
133,3128219.320063658
134,3799153.575006798
135,2861135.3905771845
136,5500995.3877655715
137,4995284.889017434
138,5366912.616392069
139,3555189.1710839784
140,5258238.165062279
141,3882421.7855995046
142,6202276.021116446
143,3117862.518711782
144,4699400.097288363
145,2743672.1619462655
146,5381991.07985398
147,4961192.259842236
148,5347955.898247618
149,3857852.438753024
150,3157585.453738933
151,3741013.38973731
152,4834629.879531504
153,5250792.316303738
154,4018699.6727058734
155,6002971.6123644905
156,3477459.6183824358
157,5495405.896979442
158,4094985.5371301966
159,4326999.175780654
160,3489079.567045225
161,3105075.131572436
162,3554156.454763914
163,5495396.679305453
164,7522768.63693259
165,3540446.4107488147
166,5180502.441654599
167,4676646.309401133
168,3150548.4319837056
169,5082125.1012342395
170,4068037.467053314
171,3561088.73296397
172,4277289.044094412
173,3348791.6640118374
174,6571126.193647115
175,5767559.396072265
176,4925020.918437652
177,5082241.596165024
178,4015674.4885366443
179,5044946.689630148
180,4298741.797540369
181,4322833.452599214
182,5325243.857673134
183,3879226.3344094204
184,3560913.4833819517
185,4008811.126523811
186,3133701.5272002085
187,4735743.724695407
188,6233926.690549141
189,4352538.454945315
190,4620982.454632752
191,4619687.237359112
192,6387086.755243876
193,5198595.953779625
194,4476763.522508587
195,6303128.053221974
196,4526118.110620189
197,3588332.5360043235
198,4147314.7909797155
199,3290987.118124893
200,3720726.5838766415
201,4966448.653679319
202,4261187.243573075
203,5547674.025203004
204,4422282.9848054405
205,4343183.242501007
206,4170928.3880073726
207,3670677.0836986313
208,3816073.8313915036
209,3679014.3491370687
210,5166945.833058815
211,4949166.892394315
212,4631117.136702403
213,3908336.5006235177
214,4568616.71386899
215,2603146.479721895
216,5786145.44408269
217,4963123.164645613
218,4317610.896774964
219,2914976.22383374
220,3966191.5006724102
221,4835252.490571778
222,4927914.85932218
223,4432403.870626482
224,5208903.519882858
225,4226427.672689856
